url,label,source,notes
https://forum.examplecorp.test/thread/12345,0,synthetic-fixture,forum2
https://legal.examplecorp.test/terms-of-service,0,synthetic-fixture,legal
https://research.examplecorp.test/papers/2026-index,0,synthetic-fixture,research
https://beta.examplecorp.test/features/preview,0,synthetic-fixture,beta
https://partners.examplecorp.test/directory,0,synthetic-fixture,partners
https://feedback.examplecorp.test/survey/2026,0,synthetic-fixture,feedback
https://assets.examplecorp.test/logo.svg,0,synthetic-fixture,assets
https://archive.examplecorp.test/2020/index,0,synthetic-fixture,archive
http://192.168.10.55/wp-login.php,1,synthetic-fixture,ip-1
http://192.168.10.55/wp-login.php?redirect=1,1,synthetic-fixture,ip-1-dup
http://203.0.113.77/verify-account,1,synthetic-fixture,ip-2
https://secure-login-update.verify-account-now.test/confirm,1,synthetic-fixture,keywords-1
https://secure-login-update.verify-account-now.test/confirm?step=2,1,synthetic-fixture,keywords-1-dup
http://account-billing-update.confirm-now.test/signin,1,synthetic-fixture,keywords-2
https://user:pass1234@banking-secure-login.test/wallet,1,synthetic-fixture,creds-1
http://admin:letmein@account-recover.test/unlock,1,synthetic-fixture,creds-2
https://xn--exmplecorp-b2a.test/login,1,synthetic-fixture,punycode-1
https://xn--exmplecorp-b2a.test/login?ref=email,1,synthetic-fixture,punycode-1-dup
http://xn--pple-support-4za.test/verify,1,synthetic-fixture,punycode-2
https://login-secure.account-verify.confirm-billing.urgent-support.test/x,1,synthetic-fixture,many-subs
http://bonus-gift-limited.free-offer.test/claim?id=1,1,synthetic-fixture,spam-1
http://bonus-gift-limited.free-offer.test/claim?id=2,1,synthetic-fixture,spam-1-dup
https://185.220.101.5/invoice/pay-now,1,synthetic-fixture,ip-3
http://185.220.101.5/invoice/pay-now?amount=500,1,synthetic-fixture,ip-3-dup
https://secure--account--update.test/%6c%6f%67%69%6e,1,synthetic-fixture,encoded-1
http://update-your-password-urgent.test/reset%2Fconfirm,1,synthetic-fixture,encoded-2
https://ap9x2q7z4mf.suspicious-random-host.test/pay,1,synthetic-fixture,entropy-1
https://kx83jf92mzq1.wallet-support.test/unlock,1,synthetic-fixture,entropy-2
http://billing-suspend-confirm.recover-support.test/urgent,1,synthetic-fixture,keywords-3
https://198.51.100.23:4443/secure/login,1,synthetic-fixture,ip-port
http://verify-billing.account-login-secure.test/confirm?u=1&p=2,1,synthetic-fixture,keywords-4
https://free-bonus-gift-claim.limited-offer-urgent.test/now,1,synthetic-fixture,spam-2
http://user:p@ss@login-verify-secure.test/account,1,synthetic-fixture,creds-3
https://xn--secure-bank-l8a.test/wallet/unlock,1,synthetic-fixture,punycode-3
http://172.16.5.9/admin/login.php,1,synthetic-fixture,ip-4
https://recover-account-urgent.confirm-now-secure.test/reset,1,synthetic-fixture,keywords-5
http://mzq9xk2.entropy-host.suspicious.test/verify,1,synthetic-fixture,entropy-3
https://login.secure.verify.account.update.confirm.test/x,1,synthetic-fixture,many-subs-2
http://10.0.0.200/billing/invoice.php?id=1,1,synthetic-fixture,ip-5
http://10.0.0.200/billing/invoice.php?id=2,1,synthetic-fixture,ip-5-dup
https://support-urgent-recover.wallet-login.test/unlock?code=99,1,synthetic-fixture,keywords-6
http://gift-bonus.free-claim-now.limited-time.test/redeem,1,synthetic-fixture,spam-3
https://xn--login-verify-p3a.account-secure.test/confirm,1,synthetic-fixture,punycode-4
http://198.18.0.9/secure-signin/index.php,1,synthetic-fixture,ip-6
https://q7mzx92kf.wallet.entropy-random.test/pay?amount=999,1,synthetic-fixture,entropy-4
http://user:hunter2@verify-account-billing.test/update,1,synthetic-fixture,creds-4
https://secure-account-verify.limited-urgent-offer.test/claim,1,synthetic-fixture,spam-4
http://203.0.113.200/login/wallet/unlock.php,1,synthetic-fixture,ip-7
https://xn--acc0unt-verify-o8a.test/secure/login,1,synthetic-fixture,punycode-5
http://recover-billing-urgent.confirm-account.test/reset?t=1,1,synthetic-fixture,keywords-7
http://recover-billing-urgent.confirm-account.test/reset?t=2,1,synthetic-fixture,keywords-7-dup
https://kxq9mzp7f2.random-subdomain.entropy-host.test/login,1,synthetic-fixture,entropy-5
http://172.31.9.14:8080/wallet/secure-login,1,synthetic-fixture,ip-port-2
